year,query,total_citations,avg_h_index,usage,captures,mentions,social_media,impact,first_year_citations,second_year_citations,max_h_index,flesch_reading_ease,flesch_kincaid_grade,gunning_fog_index,smog_index,automated_readability_index,coleman_liau_index,cohesion,syntax,vocabulary,phraseology,grammar,conventions
2022,software engineering,2,8,0,1,0,0,low,0,2,8,51.78,10.9,10.07,13.2,12.7,12.18,6.7916665,6.5416665,7.375,7.2916665,6.875,6.3333335
2022,software engineering,2,23,0,0,0,0,low,0,2,23,36.28,12.7,10.64,15.0,14.9,15.43,6.357143,6.142857,6.857143,6.785714,6.428571,5.642857
2022,computer vision and pattern recognition,5,21,0,15,0,0,low,0,2,36,44.44,11.6,10.2,14.0,13.8,14.16,6.9166665,6.75,7.5,7.5,7.125,6.5416665
2022,computer vision and pattern recognition,0,5,0,1,0,0,low,0,0,5,45.15,11.3,9.59,13.5,13.6,13.98,6.5833335,6.3333335,7.1666665,6.9583335,6.5,6.0416665
2022,computer vision and pattern recognition,0,27,0,1,0,0,low,0,0,47,54.63,9.8,9.13,11.6,10.7,11.08,6.8076925,6.4615383,7.3461537,7.1923075,6.769231,6.3846154
2022,computer vision and pattern recognition,3,18,0,0,0,0,low,0,2,18,47.08,10.6,8.86,12.3,11.3,12.12,6.0526314,5.9736843,6.763158,6.605263,6.368421,5.736842
2022,computer vision and pattern recognition,4,12,0,9,0,0,low,0,4,12,40.89,13.0,10.99,14.8,14.5,12.94,6.0789475,5.9473686,6.868421,6.631579,6.2105265,5.605263
2018,software engineering,850,80,0,1901,2,46,high,28,85,93,52.39,10.6,8.4,13.5,12.1,12.01,7.157986,7.017361,7.6840277,7.6475697,7.2864585,6.767361
2022,computer vision and pattern recognition,28,19,0,104,0,0,low,1,19,28,36.59,12.6,9.26,14.0,13.8,14.15,6.2846155,6.1153846,7.1076922,6.8230767,6.4615383,5.9307694
2022,computer vision and pattern recognition,52,29,0,49,0,0,low,0,31,76,39.23,11.5,8.1,13.6,13.3,15.13,7.4583335,7.2916665,8.041667,7.9027777,7.4583335,7.0
2022,computer vision and pattern recognition,8,38,0,65,0,0,low,0,7,79,28.23,13.7,11.14,14.9,15.1,16.12,7.4,7.0333333,7.9666667,7.866667,7.4333334,6.8
2022,software engineering,0,13,0,4,0,0,low,0,0,13,38.01,12.0,9.5,13.9,13.9,13.22,5.75,5.638889,6.638889,6.3055553,6.0833335,5.611111
2022,software engineering,3,10,0,15,0,0,low,1,2,16,39.97,13.3,11.85,15.4,15.7,14.16,7.2058825,7.0588236,7.7647057,7.7058825,7.3235292,6.7352943
2017,software engineering,1476,61,0,338,0,0,high,0,34,107,35.17,13.1,10.1,14.7,14.4,14.21,5.882353,5.617647,6.5588236,6.382353,6.029412,5.4411764
2019,software engineering,945,122,0,522,2,0,high,48,143,135,33.24,13.8,11.02,15.6,15.8,15.26,7.1216216,6.8783784,7.824324,7.6621623,7.175676,6.527027
2018,software engineering,903,33,0,466,0,0,high,6,70,58,38.05,14.1,12.59,15.3,15.9,13.23,6.65625,6.4375,7.5,7.25,6.75,6.125
2022,software engineering,1,19,0,7,0,0,low,0,0,54,45.15,11.3,9.61,13.2,12.0,12.0,6.90625,6.78125,7.53125,7.34375,7.0625,6.40625
2022,software engineering,2,27,0,5,0,0,low,0,2,44,23.77,15.4,12.32,16.7,17.3,16.42,7.521739,7.2826085,8.152174,7.9565215,7.5652175,7.152174
2018,internet of things and embedded systems,1221,50,0,1083,0,0,high,34,163,67,52.8,10.5,9.42,13.2,12.2,12.36,7.4,7.2,7.95,7.65,7.2,6.95
2018,internet of things and embedded systems,843,35,0,1150,1,0,high,81,121,50,33.85,13.6,11.31,14.9,15.0,14.56,7.090909,6.8863635,7.7272725,7.568182,7.0227275,6.5
2017,internet of things and embedded systems,765,51,5799,710,2,0,high,20,82,74,34.56,13.3,9.78,15.0,14.4,14.39,7.57,7.3,8.14,8.0,7.53,7.08
2017,internet of things and embedded systems,724,16,0,1183,1,0,high,4,50,19,38.01,12.0,9.08,13.6,13.0,14.21,7.5,7.25,8.071428,7.910714,7.428571,7.071429
2021,information retrieval,537,12,0,980,1,0,high,60,136,17,38.52,11.8,8.79,13.4,12.9,14.27,6.964286,6.75,7.642857,7.5,7.089286,6.446429
2017,internet of things and embedded systems,681,42,0,892,2,23,high,53,80,82,21.74,16.2,13.21,17.2,19.0,17.53,6.75,6.638889,7.611111,7.388889,6.8333335,6.3333335
2018,internet of things and embedded systems,678,94,0,726,0,0,high,52,138,168,38.32,11.9,9.0,14.6,14.0,15.54,7.159091,6.8636365,7.7272725,7.6363635,7.181818,6.5454545
2018,internet of things and embedded systems,485,46,0,328,0,0,high,4,38,76,40.08,13.3,10.98,15.6,14.1,12.07,6.975,6.775,7.475,7.425,7.1,6.625
2018,internet of things and embedded systems,480,41,0,613,0,0,high,1,34,55,35.07,13.1,10.36,14.4,14.2,14.16,6.0,5.892857,6.928571,6.75,6.25,5.714286
2017,internet of things and embedded systems,619,9,0,483,0,0,high,1,5,13,34.15,13.5,10.06,14.7,14.3,13.81,6.5869565,6.3913045,7.2826085,7.1086955,6.695652,6.0434785
2019,internet of things and embedded systems,478,19,0,975,0,0,high,0,41,31,34.09,15.6,13.65,16.5,17.3,12.71,6.568182,6.2727275,7.2727275,7.068182,6.590909,5.9772725
2020,internet of things and embedded systems,457,26,0,378,0,0,high,36,94,56,31.31,14.6,11.61,16.4,16.3,14.97,6.970588,6.7352943,7.5,7.382353,7.0,6.3235292
2017,internet of things and embedded systems,453,22,0,828,1,10,high,0,31,36,34.86,13.2,10.05,15.2,15.3,15.43,6.74359,6.5897436,7.448718,7.24359,6.75641,6.3076925
2017,internet of things and embedded systems,589,11,0,479,0,0,high,5,32,11,41.8,12.6,10.34,13.7,13.0,11.66,7.236842,7.0,7.8157897,7.7105265,7.2894735,6.7105265
2020,internet of things and embedded systems,553,33,0,530,0,0,high,9,105,48,36.79,12.5,10.23,14.8,14.8,15.77,7.1904764,7.0238094,7.904762,7.7380953,7.1666665,6.6190476
2019,internet of things and embedded systems,487,28,0,392,0,0,high,13,52,52,40.24,11.1,7.54,13.5,13.4,15.3,4.894231,4.8173075,5.7596154,5.4615383,5.2115383,4.673077
2022,internet of things and embedded systems,366,19,0,1071,0,0,high,83,135,33,33.34,13.8,11.77,15.6,15.7,15.14,6.931818,6.7045455,7.659091,7.431818,6.931818,6.2727275
2021,internet of things and embedded systems,366,40,0,758,0,0,high,27,110,81,26.51,14.4,11.51,16.3,16.6,17.29,7.2647057,7.0588236,7.9411764,7.852941,7.3235292,6.6764708
2019,internet of things and embedded systems,372,4,0,969,3,0,high,5,34,4,32.83,14.0,14.39,15.2,17.4,16.88,7.0,6.75,7.75,7.5,7.0,6.375
2017,internet of things and embedded systems,443,29,0,641,0,0,high,8,43,33,45.76,11.1,9.81,13.6,13.0,13.57,5.8,5.725,6.6,6.375,5.875,5.2
2017,internet of things and embedded systems,427,44,0,1100,0,0,high,14,31,49,36.22,14.8,13.27,16.5,17.3,14.05,7.617647,7.382353,8.279411,8.1470585,7.647059,7.117647
2020,internet of things and embedded systems,370,26,0,771,0,1,high,27,109,39,37.71,12.1,9.75,14.4,14.5,15.72,6.65,6.375,7.325,7.1,6.65,6.1
2022,internet of things and embedded systems,422,13,0,840,0,0,high,83,234,24,45.56,11.2,9.31,13.2,12.9,13.63,7.037037,6.888889,7.685185,7.537037,7.0185184,6.5555553
2019,internet of things and embedded systems,419,43,0,388,0,0,high,9,62,70,44.14,11.7,9.77,13.9,12.9,13.0,6.9117646,6.6764708,7.5,7.4411764,6.9117646,6.2941175
2020,internet of things and embedded systems,415,18,0,481,0,0,high,20,73,20,34.46,13.4,10.97,14.7,14.0,13.75,7.4473686,7.2894735,8.0,7.868421,7.5263157,6.9210525
2020,internet of things and embedded systems,383,69,0,705,0,0,high,23,74,132,36.28,12.7,9.63,13.9,13.3,13.69,7.05,6.85,7.65,7.5666666,7.0,6.55
2020,internet of things and embedded systems,376,16,0,787,0,0,high,26,77,24,27.83,13.9,10.19,15.2,15.5,16.47,7.0,6.8,7.62,7.44,6.98,6.48
2018,internet of things and embedded systems,374,3,0,771,0,0,high,2,26,3,16.62,16.1,11.06,16.8,18.3,18.22,7.117647,6.852941,7.7941175,7.647059,7.2352943,6.5882354
2020,internet of things and embedded systems,372,11,0,545,0,2,high,13,74,11,45.05,11.4,9.29,14.0,13.4,13.28,6.0921054,5.9078946,6.868421,6.618421,6.2105265,5.618421
2020,internet of things and embedded systems,369,23,0,522,0,1,high,4,61,37,35.47,13.0,10.47,15.0,15.5,16.13,6.85,6.7166667,7.6,7.4166665,6.9166665,6.366667
2017,internet of things and embedded systems,369,7,0,804,1,4,high,0,12,12,31.11,14.7,11.92,16.2,16.9,15.55,7.4074073,7.2222223,8.055555,7.8703704,7.3333335,6.9444447
2017,internet of things and embedded systems,369,16,0,477,0,110,high,3,20,25,38.01,12.0,8.82,13.1,13.1,14.44,6.6860466,6.5697675,7.395349,7.2325583,6.7325583,6.1860466
2019,internet of things and embedded systems,407,32,0,664,2,0,high,17,60,59,24.78,15.0,11.34,15.5,16.5,15.95,6.681818,6.4545455,7.3863635,7.2272725,6.7727275,6.159091
2018,internet of things and embedded systems,394,37,0,571,0,0,high,1,26,59,45.86,11.1,8.51,13.0,12.1,12.64,6.172727,5.9545455,6.7636366,6.6272726,6.2545457,5.7272725
2019,internet of things and embedded systems,388,20,0,421,2,0,high,5,33,34,34.76,13.3,10.42,15.4,15.3,15.55,7.383333,7.1666665,7.95,7.883333,7.45,6.9166665
2019,internet of things and embedded systems,323,27,0,303,0,0,high,28,49,40,23.46,15.5,12.15,16.2,17.0,16.19,6.9130435,6.7173915,7.673913,7.4347825,6.9565215,6.4347825
2018,internet of things and embedded systems,323,29,0,741,0,17,high,5,35,34,16.76,18.1,14.51,18.1,20.9,17.01,6.1,5.9,7.016667,6.766667,6.366667,5.75
2019,internet of things and embedded systems,322,8,0,1227,0,24,high,3,29,13,33.95,13.6,11.88,15.5,15.4,15.08,7.214286,7.0,7.928571,7.857143,7.357143,6.714286
2021,internet of things and embedded systems,358,41,0,586,0,16,high,19,100,61,27.83,13.9,9.91,15.1,14.7,15.43,7.1285715,6.7714286,7.6857142,7.571429,7.042857,6.4714284
2019,internet of things and embedded systems,354,55,0,1143,0,36,high,26,65,115,40.65,11.0,7.99,13.6,12.5,14.49,6.625,6.3333335,7.2916665,7.0833335,6.638889,6.111111
2022,internet of things and embedded systems,321,13,0,473,0,0,high,33,181,19,55.34,9.5,8.47,12.4,11.8,12.76,5.9534883,5.7906976,6.627907,6.5116277,6.127907,5.383721
2019,internet of things and embedded systems,353,12,0,497,1,0,high,0,28,15,34.05,13.5,10.84,14.5,14.7,14.16,7.2894735,7.0789475,7.894737,7.7894735,7.4210525,6.9473686
2020,internet of things and embedded systems,349,18,0,1037,0,28,high,7,58,18,38.62,11.8,9.35,14.1,13.1,14.56,6.59375,6.5,7.5,7.1875,6.90625,6.09375
2019,internet of things and embedded systems,348,31,0,314,0,0,high,7,50,65,44.34,11.6,9.27,13.7,13.4,13.69,6.451613,6.290323,7.177419,6.935484,6.596774,6.032258
2017,internet of things and embedded systems,345,29,0,456,0,0,high,3,21,50,33.54,13.7,10.98,15.7,15.2,14.68,8.15,8.083333,8.65,8.65,8.25,7.883333
2017,internet of things and embedded systems,342,35,0,589,28,0,high,0,19,72,37.6,12.2,9.1,14.2,13.5,14.5,6.798077,6.701923,7.6153846,7.4038463,7.0288463,6.451923
2020,internet of things and embedded systems,340,18,0,590,0,14,high,10,37,27,38.11,12.0,8.94,13.6,14.3,15.31,5.6458335,5.5625,6.5,6.1875,5.8958335,5.3958335
2019,internet of things and embedded systems,334,27,0,879,0,8,high,0,32,38,43.83,11.8,9.96,13.4,13.1,13.11,6.9565215,6.847826,7.652174,7.5434785,7.130435,6.5869565
2019,internet of things and embedded systems,311,34,0,916,0,0,high,5,33,36,34.15,13.5,11.14,15.1,15.1,14.5,6.7058825,6.470588,7.382353,7.2941175,6.7647057,6.2941175
2022,internet of things and embedded systems,0,15,0,5,0,0,low,0,0,26,24.37,15.2,11.54,16.3,16.5,15.78,7.55,7.35,8.05,8.0,7.65,6.95
2022,internet of things and embedded systems,9,37,0,10,0,0,low,0,3,53,33.14,13.9,10.41,15.3,15.9,14.79,7.147059,6.897059,7.6764708,7.5735292,7.2058825,6.720588
2022,internet of things and embedded systems,2,17,0,8,0,0,low,0,2,35,42.11,12.5,10.57,14.1,13.8,12.76,6.2413793,6.1551723,7.0,6.8103447,6.5,5.7586207
2022,internet of things and embedded systems,1,15,0,4,0,0,low,0,1,34,49.45,11.8,11.08,13.6,12.6,10.85,6.5,6.2222223,7.2222223,7.0,6.3333335,6.0
2022,internet of things and embedded systems,1,18,0,11,0,0,low,0,1,21,43.63,11.9,10.57,13.7,13.0,12.94,7.5,7.35,8.05,7.95,7.6,7.0
2022,internet of things and embedded systems,2,15,0,9,0,0,low,0,2,30,53.81,10.1,8.72,12.4,10.8,10.84,6.4827585,6.362069,7.086207,6.9827585,6.637931,6.0172415
2022,internet of things and embedded systems,13,8,0,45,0,2,low,0,9,18,38.21,11.9,8.89,13.9,13.2,14.61,6.732143,6.571429,7.303571,7.267857,6.875,6.142857
2022,internet of things and embedded systems,0,31,0,6,0,0,low,0,0,71,19.5,17.0,15.73,17.2,20.2,17.53,5.8333335,5.8333335,6.5,6.5,6.3333335,5.8333335
2022,internet of things and embedded systems,8,9,0,19,0,0,low,0,5,11,51.99,10.8,9.27,13.2,11.6,10.73,6.5,6.378788,7.1363635,7.0454545,6.6363635,6.1666665
2022,internet of things and embedded systems,7,8,0,20,0,0,low,1,5,12,37.71,12.1,8.94,13.9,12.7,13.45,6.388889,6.2777777,7.0833335,6.9166665,6.4722223,5.861111
2022,internet of things and embedded systems,5,5,0,17,0,0,low,0,4,5,40.08,13.3,11.5,14.6,15.6,13.99,6.1578946,6.0526314,6.9210525,6.6578946,6.263158,5.736842
2022,internet of things and embedded systems,3,15,0,9,0,0,low,1,1,23,53.0,10.4,9.22,13.3,11.6,11.6,6.5,6.37931,7.1551723,7.034483,6.637931,6.086207
2022,internet of things and embedded systems,7,17,0,18,0,0,low,0,2,39,43.02,12.2,10.84,14.4,14.2,13.81,6.5,6.2916665,7.2083335,7.0416665,6.5833335,6.0416665
2022,internet of things and embedded systems,0,15,0,5,0,0,low,0,0,28,45.46,11.2,9.03,13.3,11.7,12.12,6.9166665,6.7916665,7.5833335,7.5,7.0416665,6.4583335
2022,internet of things and embedded systems,3,16,0,13,0,0,low,0,2,41,32.49,12.1,9.08,12.7,14.8,17.28,5.9117646,5.7352943,6.7647057,6.5882354,6.147059,5.529412
2022,internet of things and embedded systems,5,14,0,5,0,0,low,1,3,15,47.28,10.5,8.09,13.0,11.2,12.29,7.013889,6.888889,7.5972223,7.5277777,7.138889,6.4305553
2022,internet of things and embedded systems,4,14,0,13,0,0,low,3,1,16,52.56,8.5,8.94,10.8,13.1,15.29,3.875,3.875,4.875,4.5,4.5,4.0
2022,internet of things and embedded systems,8,31,0,10,0,0,low,0,5,31,46.57,10.8,8.77,13.7,12.5,13.45,6.148148,6.0740743,6.9444447,6.648148,6.2777777,5.796296
2022,internet of things and embedded systems,6,17,0,12,0,0,low,0,4,33,45.15,11.3,9.5,13.2,12.8,12.99,6.660714,6.428571,7.392857,7.196429,6.839286,6.017857
2022,internet of things and embedded systems,7,24,0,11,0,0,low,0,5,35,54.52,9.8,8.78,12.8,11.5,11.95,5.953125,5.84375,6.671875,6.546875,6.203125,5.5625
2022,internet of things and embedded systems,8,24,0,13,0,0,low,1,5,24,44.75,11.5,9.1,13.8,12.0,11.77,6.7625,6.6,7.4875,7.3125,6.9125,6.2375
2022,internet of things and embedded systems,1,27,0,27,0,0,low,1,0,45,45.86,11.1,9.63,13.5,13.4,13.86,5.98,5.88,6.82,6.54,6.26,5.7
2022,internet of things and embedded systems,45,18,0,136,0,0,low,4,27,45,35.98,12.8,10.3,14.6,15.1,16.07,6.542857,6.3428574,7.3428574,7.114286,6.5571427,5.7714286
2022,internet of things and embedded systems,0,15,0,4,0,0,low,0,0,20,45.59,13.2,13.1,14.2,14.7,11.26,7.6363635,7.6363635,8.136364,8.181818,7.818182,7.318182
2022,internet of things and embedded systems,15,36,0,12,0,0,low,6,6,81,45.25,11.3,9.65,13.5,12.8,13.05,6.46,6.36,7.2,6.98,6.62,6.04
2022,internet of things and embedded systems,6,42,0,25,1,0,low,0,4,67,26.1,14.5,10.79,16.3,16.8,17.17,6.9555554,6.677778,7.677778,7.477778,6.888889,6.288889
2022,internet of things and embedded systems,7,9,0,32,0,0,low,0,5,9,43.93,11.8,10.59,14.0,13.4,13.52,7.029412,6.852941,7.647059,7.5882354,7.2058825,6.617647
2022,internet of things and embedded systems,8,13,0,2,0,0,low,0,5,17,50.67,11.3,10.35,13.6,13.0,11.95,7.068182,6.7954545,7.5454545,7.3863635,7.0227275,6.5227275
2022,internet of things and embedded systems,2,10,0,5,1,0,low,0,2,15,43.43,12.0,10.45,14.6,13.3,12.71,6.861111,6.6944447,7.4722223,7.388889,7.0555553,6.4722223
2022,internet of things and embedded systems,0,72,0,1,0,0,low,0,0,110,53.0,10.4,9.14,12.0,10.4,10.1,6.5,6.266667,7.133333,6.9333334,6.4666667,6.0
2022,internet of things and embedded systems,2,22,0,3,0,0,low,0,1,22,54.12,10.0,9.22,13.4,11.1,11.19,6.2727275,6.1363635,6.909091,6.7954545,6.409091,5.7045455
2022,internet of things and embedded systems,5,20,0,16,0,0,low,1,2,35,14.7,16.8,12.45,17.4,17.8,17.0,6.547619,6.285714,7.2619047,7.0,6.5238094,5.928571
2022,internet of things and embedded systems,0,34,0,7,0,0,low,0,0,85,40.79,13.0,11.47,14.4,14.8,13.46,7.5384617,7.326923,8.153846,8.0,7.576923,7.0961537
2022,internet of things and embedded systems,0,10,0,5,0,0,low,0,0,18,43.73,11.9,9.93,13.2,13.6,13.46,6.2083335,6.1041665,7.1041665,6.9375,6.5416665,5.7083335
2022,internet of things and embedded systems,17,11,0,44,0,0,low,0,6,17,17.88,17.7,16.0,18.4,20.5,17.12,6.8076925,6.6923075,7.6923075,7.5384617,6.8846154,6.3461537
2022,internet of things and embedded systems,6,26,0,4,0,0,low,1,4,38,26.71,14.3,11.87,15.6,16.2,16.94,7.8333335,7.625,8.375,8.208333,7.8333335,7.2916665
2022,internet of things and embedded systems,1,3,0,5,0,0,low,0,1,3,55.34,9.5,8.27,12.2,9.8,10.44,6.875,6.65625,7.34375,7.25,6.875,6.5
2020,computational complexity,1496,63,0,1135,0,0,high,73,253,89,46.88,10.7,7.93,13.1,12.7,13.34,5.2207794,5.162338,6.0844154,5.8246756,5.4935064,5.071429
2017,computational complexity,1139,36,0,1324,0,0,high,2,52,56,47.18,10.6,8.68,12.6,12.0,13.22,6.5416665,6.3333335,7.1666665,6.9583335,6.5833335,6.0
2017,computational complexity,1111,21,0,510,0,0,high,0,32,27,45.35,11.3,9.24,12.7,12.6,12.87,7.0,6.7727275,7.409091,7.2727275,7.0,6.409091
2021,computational complexity,930,66,0,4057,5,0,high,35,304,93,45.35,11.3,9.74,13.5,12.5,12.93,7.2,7.0333333,7.766667,7.733333,7.266667,6.8
2021,computational complexity,864,35,0,960,0,0,high,5,196,42,47.59,10.4,8.62,12.6,12.7,14.03,5.659091,5.6363635,6.4772725,6.318182,5.931818,5.318182
2018,computational complexity,849,95,0,631,0,0,high,9,81,143,45.15,11.3,9.93,13.4,12.5,12.47,6.9666667,6.733333,7.5333333,7.4333334,7.0,6.4333334
2017,computational complexity,810,98,0,697,0,0,high,0,42,175,41.09,12.9,11.54,14.1,14.6,13.17,6.923077,6.730769,7.730769,7.6153846,7.1538463,6.4615383
2022,internet of things and embedded systems,8,51,0,22,1,0,low,0,7,63,43.83,11.8,9.98,14.5,13.8,13.63,6.638889,6.388889,7.2777777,7.0833335,6.6944447,6.1944447
2022,internet of things and embedded systems,1,35,0,7,0,0,low,0,0,92,53.31,10.3,9.5,13.0,11.2,10.79,5.59375,5.5,6.34375,6.0625,5.5625,4.90625
2022,internet of things and embedded systems,2,108,0,0,0,0,low,0,2,108,46.78,10.7,8.38,13.6,11.6,12.35,6.3095236,6.1666665,6.952381,6.785714,6.404762,5.857143
2022,internet of things and embedded systems,1,14,0,7,0,0,low,0,1,14,51.48,11.0,9.67,13.9,12.0,11.02,5.6,5.5666666,6.3,6.2,5.8,5.0666666
2022,internet of things and embedded systems,4,19,0,20,3,0,low,0,2,62,44.34,11.6,9.57,13.9,13.6,13.4,6.5,6.375,7.325,7.125,6.7,6.125
2022,internet of things and embedded systems,0,63,0,14,0,0,low,0,0,80,34.76,13.3,11.53,14.7,14.5,14.45,7.0833335,6.9166665,7.8333335,7.5416665,7.0833335,6.5416665
2022,internet of things and embedded systems,2,7,0,6,1,0,low,0,2,12,38.52,11.8,9.2,13.6,12.7,13.98,6.4310346,6.224138,7.051724,6.8965516,6.586207,5.9310346
2022,internet of things and embedded systems,0,45,0,17,1,0,low,0,0,45,25.49,14.7,11.72,16.3,17.8,17.87,6.25,6.1666665,6.888889,6.7777777,6.5277777,6.0277777
2022,internet of things and embedded systems,28,118,106,118,1,0,low,0,11,118,22.34,16.0,12.44,17.3,17.2,15.84,7.409091,7.068182,8.068182,7.8636365,7.2045455,6.840909
2022,internet of things and embedded systems,24,13,0,42,0,0,low,0,14,20,44.75,11.5,9.8,13.2,12.6,12.53,6.2222223,6.111111,7.0,6.759259,6.351852,5.8333335
2022,internet of things and embedded systems,6,12,0,5,0,0,low,0,3,18,36.18,12.7,10.95,14.4,13.8,13.69,6.269231,6.0384617,6.8846154,6.8076925,6.3461537,5.8076925
2022,internet of things and embedded systems,15,13,0,36,1,0,low,0,9,13,35.88,12.8,10.64,14.8,15.3,15.78,6.232143,6.053571,7.035714,6.821429,6.446429,5.803571
2018,computational complexity,708,75,0,487,0,0,high,42,111,107,39.87,13.4,10.88,14.8,14.9,13.0,5.9714284,5.8714285,6.7714286,6.6285715,6.142857,5.6
2018,computational complexity,685,13,0,686,0,0,high,1,58,15,45.05,11.4,9.61,13.9,13.0,13.4,6.625,6.4791665,7.2916665,7.125,6.7291665,6.125
2018,computational complexity,682,18,0,1838,5,8,high,0,27,25,53.68,8.1,6.96,10.6,10.2,11.74,4.1346154,4.1538463,5.173077,4.7884617,4.673077,4.0961537
2018,computational complexity,677,45,0,168,0,0,high,18,84,54,44.14,11.7,9.45,14.0,11.5,10.97,6.3461537,6.173077,7.0576925,6.9038463,6.3653846,5.769231
2017,computational complexity,676,46,0,985,0,0,high,11,38,65,42.21,12.5,10.81,14.6,13.8,12.94,7.0,6.7222223,7.5555553,7.5555553,6.9722223,6.4166665
2017,computational complexity,659,117,0,491,0,0,high,2,20,117,54.42,9.8,9.11,12.5,11.5,11.77,6.3846154,6.1538463,7.0,6.8846154,6.3461537,5.8461537
2018,computational complexity,649,25,0,1200,0,0,high,0,36,36,49.21,9.8,8.76,11.6,12.6,14.38,5.857143,5.857143,6.785714,6.5,6.142857,5.5
2018,computational complexity,645,43,0,351,10,0,high,29,82,43,65.12,7.8,6.29,11.5,8.2,7.59,5.240476,5.172619,6.0583334,5.8880954,5.464286,4.8190475
2020,computational complexity,644,37,0,435,0,0,high,43,102,54,44.03,11.8,9.6,14.1,12.2,11.95,6.547619,6.3809524,7.1666665,7.071429,6.595238,6.0238094
2021,computational complexity,626,54,0,179,0,0,high,41,204,102,67.08,9.1,10.04,12.5,9.0,5.34,5.27,5.22,5.99,5.78,5.67,5.15
2017,computational complexity,625,21,0,2167,8,167,high,3,29,24,34.97,13.2,11.61,15.6,16.7,17.29,6.4722223,6.4166665,7.388889,7.138889,6.75,5.888889
2021,computational complexity,707,100,0,284,0,0,high,63,249,102,66.98,9.2,10.08,12.5,9.0,5.28,5.24,5.18,5.98,5.78,5.64,5.13
2018,computational complexity,772,5,0,663,0,0,high,1,26,5,31.92,14.3,12.2,15.3,16.3,15.21,7.125,7.03125,7.875,7.78125,7.40625,6.65625
2019,computational complexity,772,77,0,901,1,0,high,34,132,109,45.56,11.2,8.98,13.6,13.0,13.45,6.742424,6.5757575,7.439394,7.287879,6.787879,6.287879
2022,computational complexity,771,39,0,419,0,0,high,50,444,67,47.08,10.6,9.48,13.1,14.0,14.73,6.1,6.0,6.9333334,6.7,6.3333335,5.6
2018,computational complexity,770,51,0,1381,0,26,high,7,50,51,36.39,12.6,10.4,13.7,13.9,14.32,6.105263,5.894737,6.8157897,6.5,5.8157897,5.736842
2018,computational complexity,704,52,0,258,0,0,high,4,98,149,49.92,9.5,8.18,11.6,10.3,11.76,5.4791665,5.4375,6.4166665,6.2083335,5.8541665,5.2291665
2018,computational complexity,727,40,0,462,0,0,high,5,41,75,54.52,9.8,9.06,12.6,12.4,12.99,6.766667,6.6,7.3,7.233333,6.866667,6.3
2018,computational complexity,725,44,0,1081,0,81,high,24,112,55,39.43,11.5,9.53,12.9,12.6,14.26,5.9375,5.75,6.71875,6.34375,6.0625,5.40625
2018,computational complexity,715,39,0,464,0,0,high,3,71,90,46.98,10.6,9.11,12.5,11.8,12.29,6.035714,5.892857,6.785714,6.607143,6.285714,5.75
2017,computational complexity,702,15,0,383,2,0,high,3,32,23,35.47,13.0,10.85,14.4,13.8,13.87,6.263158,6.0263157,6.9736843,6.8157897,6.2105265,5.5263157
2021,computational complexity,759,47,896,1504,0,0,high,83,212,91,38.72,11.7,8.49,13.3,12.5,13.74,6.15,6.02,6.93,6.72,6.31,5.73
